vg_object_id	vg_image_id	vg_obj_name	vg_domain	topname	responses	domain	N	total_responses	perc_top	H	list	familiarity	vg_synset	link_mn	mn_bbox_xywh
170036	2413604	bird	animals_plants	['鸟']	{'鸟': 17, '乌鸦': 2}	animals_plants	2	19	0.8947368421052632	0.4854607607459134	list7	3.2264684210526315	bird.n.01	http://manynames.upf.edu/2413604_170036_bird.png	[96, 13, 403, 294]
172725	2413482	child	people	['小孩']	{'男孩': 5, '小孩': 8, '孩子': 2, '儿童': 1, '人': 1, '男生': 1, '小朋友': 1}	people	7	19	0.42105263157894735	2.2684727516311223	list7	3.700336842105263	child.n.01	http://manynames.upf.edu/2413482_172725_boy.png	[0, 0, 253, 312]
173435	2413444	girl	people	['照相机']	{'摄影师': 1, '照相机': 4, '后视镜': 1, '女孩': 2, '摄像机': 1, '照片点击': 1}	people	6	10	0.4	2.321928094887362	list1	2.803248	woman.n.01	http://manynames.upf.edu/2413444_173435_person.png	[140, 52, 219, 207]
175188	2413350	garage	buildings	['车库']	{'车库': 18, '仓库': 1, '建筑': 1, '储物室': 1, '放': 1}	buildings	5	22	0.8181818181818182	1.0476747992754052	list2	2.841467045454545	outbuilding.n.01	http://manynames.upf.edu/2413350_175188_garage.png	[0, 0, 271, 212]
175494	2413337	beer	food	['饮料']	{'饮料': 5, '酒': 1, '啤酒': 4, '汽水': 1, '易拉罐': 4, '咖啡': 1, '啤酒罐': 1, '罐头': 1, '罐': 1, '瓶子': 1}	home	10	20	0.25	2.941446071165522	list5	2.746657222222222	beverage.n.01	http://manynames.upf.edu/2413337_175494_can.png	[40, 244, 211, 198]
177212	2413244	boy	people	['男孩', '人']	{'男孩': 4, '孩子': 2, '小孩': 1, '打棒球': 1, '人': 4, '恤': 2, '运动员': 2, '棒球选手': 2, '手套': 1, '男生': 1, '蝙蝠': 1, '棒球击球手': 1}	people	12	22	0.18181818181818182	3.3685225277282065	list2	3.724497474747475	male_child.n.01	http://manynames.upf.edu/2413244_177212_boy.png	[67, 56, 151, 277]
184186	2412916	salad	food	['蔬菜']	{'菜菜': 1, '蔬菜': 15, '菜': 3, '青菜': 2, '水果': 1}	food	5	22	0.6818181818181818	1.4886022351695138	list2	2.538776136363636	dish.n.02	http://manynames.upf.edu/2412916_184186_lettuce.png	[2, 103, 194, 223]
188069	2412729	carpet	home	['床']	{'枕头': 1, '床': 12, '地面': 1, '旅馆床': 1, '房间': 1, '宾馆': 1, '地板': 2}	home	7	19	0.631578947368421	1.8784775129881184	list6	3.512003508771929	furnishing.n.02	http://manynames.upf.edu/2412729_188069_bed.png	[0, 196, 499, 135]
188297	2412722	pitcher	people	['运动员']	{'运动员': 5, '棒球手': 2, '男人': 4, '球员': 1, '人': 3, '棒球选手': 1, '投球手': 1, '投手': 1}	people	8	18	0.2777777777777778	2.7052290027422967	list6	3.6198666666666655	athlete.n.01	http://manynames.upf.edu/2412722_188297_pitcher.png	[198, 35, 161, 432]
190264	2412626	truck	vehicles	['消防车']	{'车': 3, '消防车': 13, '车子': 1, '巴士': 1, '卡车': 1}	vehicles	5	19	0.6842105263157895	1.4657904693384451	list6	2.3327631578947368	truck.n.01	http://manynames.upf.edu/2412626_190264_firetruck.png	[166, 159, 300, 129]
192388	2412531	table	home	['桌子']	{'木头': 1, '桌子': 12, '茶几': 4, '饭桌': 1, '杂志': 1}	home	5	19	0.631578947368421	1.562688039303908	list6	2.722057894736841	furnishing.n.02	http://manynames.upf.edu/2412531_192388_table.png	[31, 222, 469, 153]
193894	2412462	robe	clothing	['袈裟']	{'衣服': 6, '喇嘛': 1, '袈裟': 8, '僧袍': 1, '披风': 1, '僧服': 1, '袍子': 2, '红袍': 1}	clothing	8	21	0.38095238095238093	2.415661470191764	list4	2.603195238095238	robe.n.01	http://manynames.upf.edu/2412462_193894_robe.png	[14, 170, 158, 329]
198247	2412283	desk	home	['桌子']	{'桌面': 1, '工具': 1, '苹果配件': 1, '办公桌': 1, '电脑': 1, '电器': 2, '桌子': 4}	home	7	11	0.36363636363636365	2.550340709546388	list6	2.7297409090909093	furnishing.n.02	http://manynames.upf.edu/2412283_198247_desk.png	[125, 202, 153, 296]
204533	2412024	bowl	home	['碗']	{'橙子': 1, '碗': 15, '果盘': 2, '器皿': 1}	home	4	19	0.7894736842105263	1.0582770432263342	list6	2.563294736842105	vessel.n.03	http://manynames.upf.edu/2412024_204533_bowl.png	[69, 196, 373, 249]
206340	2411945	tub	home	['浴缸']	{'浴缸': 18, '脸盆': 1, '蝙蝠房': 1}	home	3	20	0.9	0.5689955935892812	list5	2.4716175	vessel.n.03	http://manynames.upf.edu/2411945_206340_bathtub.png	[1, 308, 149, 191]
214935	2410549	child	people	['小孩']	{'小孩': 8, '宝宝': 1, '儿童': 1, '女孩': 6, '女': 1, '孩子': 1, '女孩儿': 1}	people	7	19	0.42105263157894735	2.168465671110589	list7	3.7831122807017534	child.n.01	http://manynames.upf.edu/2410549_214935_child.png	[16, 72, 426, 248]
217868	2410428	woman	people	['女人']	{'人': 6, '女人': 10, '女孩': 1, '女生': 1, '女性': 4, '女士': 1}	people	6	23	0.43478260869565216	2.0570812624395973	list3	4.25924347826087	woman.n.01	http://manynames.upf.edu/2410428_217868_woman.png	[193, 62, 142, 270]
220982	2410302	house	buildings	['墙', '房子', '植物', '窗户']	{'墙': 2, '栅栏': 1, '房子': 2, '楼': 1, '植物': 2, '数': 1, '楼房': 1, '建筑物': 1, '外墙': 1, '窗户': 2, '院子': 1, '栏杆': 1, '窗边': 1, '树丛': 1, '屋子': 1}	buildings	15	19	0.10526315789473684	3.826874881864638	list7	2.862774089068826	house.n.01	http://manynames.upf.edu/2410302_220982_house.png	[266, 0, 234, 381]
223500	2410205	tub	home	['浴缸']	{'浴盆': 3, '浴缸': 14, '杯子': 1, '鱼缸': 1}	home	4	19	0.7368421052631579	1.192250860234642	list6	2.491121052631579	vessel.n.03	http://manynames.upf.edu/2410205_223500_bathtub.png	[0, 76, 327, 221]
228972	2409981	suv	vehicles	['车']	{'人们': 1, '小姐': 1, '女': 1, '女人': 3, '车': 9, '人': 3, '女孩': 1, '车子': 2, '汽车': 1, '选美小姐': 1}	vehicles	10	23	0.391304347826087	2.782731520521893	list3	4.221720772946859	car.n.01	http://manynames.upf.edu/2409981_228972_car.png	[0, 78, 500, 238]
229526	2409952	bed	home	['床']	{'床': 10, '椅子': 2, '检查床': 1, '躺椅': 1, '船': 1}	home	5	15	0.6666666666666666	1.5589385323502771	list6	3.5042716666666665	furnishing.n.02	http://manynames.upf.edu/2409952_229526_bed.png	[25, 160, 296, 309]
231521	2409871	bird	animals_plants	['鸟']	{'鸟': 16, '鹦鹉': 3}	animals_plants	2	19	0.8421052631578947	0.6292492238560347	list7	3.1422	bird.n.01	http://manynames.upf.edu/2409871_231521_bird.png	[195, 6, 157, 480]
233670	2409781	knife	home	['刀']	{'刀': 14, '水果刀': 3, '刀子': 2, '菜刀': 1, '餐刀': 1, '橙汁机': 1}	home	6	22	0.6363636363636364	1.729529054502301	list1	2.690204545454545	tool.n.01	http://manynames.upf.edu/2409781_233670_knife.png	[52, 193, 447, 90]
239307	2409553	desk	home	['桌子']	{'键盘': 2, '桌子': 11, '书桌': 4, '办公桌': 1, '书台': 1}	home	5	19	0.5789473684210527	1.7187828921272557	list6	2.725106578947368	furnishing.n.02	http://manynames.upf.edu/2409553_239307_desk.png	[62, 93, 329, 240]
239519	2409545	lady	people	['女人']	{'人': 6, '女人': 10, '女孩': 2, '老师': 1, '女士': 1, '女生': 1}	people	6	21	0.47619047619047616	1.976648091673972	list4	4.399971428571428	woman.n.01	http://manynames.upf.edu/2409545_239519_woman.png	[90, 12, 196, 361]
239712	2409537	girl	people	['女人']	{'女人': 8, '人': 7, '打电话': 1, '围巾': 1, '打电话的人': 1, '女性': 1, '女士': 2}	people	7	21	0.38095238095238093	2.218437210664321	list2	4.377376190476191	woman.n.01	http://manynames.upf.edu/2409537_239712_woman.png	[98, 48, 280, 284]
240051	2409523	bridge	buildings	['桥']	{'火车桥': 1, '桥': 16, '火车轨': 1, '车道': 1, '大桥': 1, '铁路': 2}	buildings	6	22	0.7272727272727273	1.459431618637297	list3	2.851745454545455	bridge.n.01	http://manynames.upf.edu/2409523_240051_bridge.png	[79, 0, 417, 327]
241301	2409460	bread	food	['面包']	{'面包': 22}	food	1	22	1.0	0.0	list1	3.0795	baked_goods.n.01	http://manynames.upf.edu/2409460_241301_bread.png	[56, 26, 327, 236]
249930	2409055	car	vehicles	['车']	{'车': 16, '汽车': 5, '车子': 1}	vehicles	3	22	0.7272727272727273	1.0226297788901697	list2	4.090559090909091	car.n.01	http://manynames.upf.edu/2409055_249930_car.png	[12, 75, 462, 252]
250734	2409008	kimono	clothing	['衣服']	{'和服': 5, '浴衣': 1, '衣服': 9, '衣领': 1, '外套': 1, '裙子': 1, '红色礼服': 1, '红色的': 1}	clothing	8	20	0.45	2.314979820516481	list1	2.9339400000000007	robe.n.01	http://manynames.upf.edu/2409008_250734_kimono.png	[159, 214, 339, 116]
252586	2408921	shirt	clothing	['衣服']	{'衣服': 11, '上衣': 1, '恤': 4, '短袖': 2, '衬衫': 2, '球衣': 1}	clothing	6	21	0.5238095238095238	2.008805622540176	list2	3.172709523809524	shirt.n.01	http://manynames.upf.edu/2408921_252586_shirt.png	[100, 137, 202, 278]
254028	2408841	plane	vehicles	['飞机']	{'飞机': 20, '机尾': 1, '航班': 1}	vehicles	3	22	0.9090909090909091	0.5304060778306042	list2	3.649175	aircraft.n.01	http://manynames.upf.edu/2408841_254028_airplane.png	[29, 88, 335, 130]
255433	2408772	desk	home	['桌子']	{'桌子': 12, '桌面': 1, '茶几': 2, '遥控器': 2, '算盘': 1, '书桌': 1, '偏僻的': 1}	home	7	20	0.6	1.9709505944546688	list5	2.6525925	furnishing.n.02	http://manynames.upf.edu/2408772_255433_table.png	[0, 189, 498, 142]
256110	2408724	house	buildings	['房子']	{'车': 4, '房子': 8, '汽车': 1, '车头': 2, '楼房': 2, '建筑': 2}	buildings	6	19	0.42105263157894735	2.247927513443585	list2	3.443152631578948	house.n.01	http://manynames.upf.edu/2408724_256110_house.png	[159, 0, 305, 225]
256354	2408715	bowl	home	['碗']	{'牙刷': 1, '碗': 14, '猫食': 1, '猫粮': 2, '杯子': 1}	home	5	19	0.7368421052631579	1.3372449392958774	list6	2.8202631578947366	vessel.n.03	http://manynames.upf.edu/2408715_256354_bowl.png	[0, 56, 257, 219]
258124	2408616	car	vehicles	['后视镜', '镜子']	{'后视镜': 8, '车': 1, '镜子': 8, '狗': 3, '相机': 1, '反光镜': 1, '车侧镜': 1}	vehicles	7	23	0.34782608695652173	2.229871195093384	list3	2.5902949275362315	car.n.01	http://manynames.upf.edu/2408616_258124_mirror.png	[0, 51, 428, 273]
259061	2408574	bread	food	['面包']	{'面包': 19, '麦片面包': 1, '面包片': 1, '饼': 1}	food	4	22	0.8636363636363636	0.7907669479360189	list1	2.986518181818181	baked_goods.n.01	http://manynames.upf.edu/2408574_259061_bread.png	[251, 0, 228, 232]
260093	2408520	bagel	food	['面包']	{'面包': 12, '贝果': 1, '食物': 3, '蛋糕': 1, '早餐': 1, '饼': 1, '甜甜圈': 1}	food	7	20	0.6	1.9332062193464952	list5	3.1598429999999995	baked_goods.n.01	http://manynames.upf.edu/2408520_260093_bagel.png	[42, 91, 207, 195]
273446	2407795	bread	food	['面包']	{'面包': 18, '麦片面包': 1, '面包片': 1, '烤': 1, '蛋糕': 1}	food	5	22	0.8181818181818182	1.0476747992754052	list1	3.0063636363636363	baked_goods.n.01	http://manynames.upf.edu/2407795_273446_bread.png	[2, 90, 209, 281]
275946	2407659	toddler	people	['婴儿车']	{'婴儿车': 12, '推车': 6, '宝宝车': 1, '儿童车': 1, '看门人': 1, '婴儿': 1}	people	6	22	0.5454545454545454	1.7990077544108969	list1	2.1262	child.n.01	http://manynames.upf.edu/2407659_275946_stroller.png	[104, 138, 198, 238]
275981	2407657	catcher	people	['男人', '运动员', '人']	{'男人': 4, '运动员': 4, '接球': 1, '人': 4, '捕手': 1, '棒球选手': 3, '棒球员': 1, '棒球手': 1, '球员': 1, '守门员': 1, '帽': 1}	people	11	22	0.18181818181818182	3.152391277629868	list2	3.474566883116884	athlete.n.01	http://manynames.upf.edu/2407657_275981_catcher.png	[0, 169, 229, 206]
276191	2407642	table	home	['桌子']	{'桌子': 6, '桌面': 3, '电脑': 3, '笔记本电脑': 2}	home	4	14	0.42857142857142855	1.8773870642966133	list2	2.909247619047618	furnishing.n.02	http://manynames.upf.edu/2407642_276191_desk.png	[3, 139, 496, 191]
278070	2407526	pizza	food	['披萨']	{'比萨饼': 2, '食物': 2, '披萨': 11, '饼': 2, '比萨': 3, '烤饼': 1}	food	6	21	0.5238095238095238	2.068096693865725	list4	2.466452380952381	dish.n.02	http://manynames.upf.edu/2407526_278070_pizza.png	[70, 105, 358, 209]
279661	2407426	table	home	['桌子']	{'桌子': 14, '餐桌': 4, '野餐桌': 1, '野餐': 1}	home	4	20	0.7	1.2567796494470391	list5	2.962093333333333	furnishing.n.02	http://manynames.upf.edu/2407426_279661_table.png	[136, 178, 260, 134]
280498	2407386	cow	animals_plants	['牛']	{'牛': 16, '羊': 2, '鹿': 1}	animals_plants	3	19	0.8421052631578947	0.7742433029172697	list7	3.2202105263157894	ungulate.n.01	http://manynames.upf.edu/2407386_280498_cow.png	[40, 120, 244, 318]
281452	2407335	skier	people	['男人', '人']	{'雪': 1, '滑雪者': 1, '男人': 6, '人': 6, '越野滑雪者': 1, '滑雪': 2, '滑雪员': 1, '男生': 1}	people	8	19	0.3157894736842105	2.51005646035654	list6	4.0942526315789465	athlete.n.01	http://manynames.upf.edu/2407335_281452_skier.png	[186, 45, 184, 287]
282806	2407260	shelter	buildings	['屋顶']	{'顶棚': 3, '房顶': 1, '动物园馆屋顶': 1, '屋顶': 5, '棚子': 2, '棚顶': 1, '帐': 1}	buildings	7	14	0.35714285714285715	2.495602923729013	list6	2.2767942857142853	shelter.n.01	http://manynames.upf.edu/2407260_282806_roof.png	[1, 24, 501, 121]
288564	2406895	cupcake	food	['蛋糕']	{'蛋糕': 17, '巧克力蛋糕': 1, '甜点': 2, '糕点': 1, '饼': 1}	food	5	22	0.7727272727272727	1.2100285140347624	list1	3.1656090909090904	baked_goods.n.01	http://manynames.upf.edu/2406895_288564_cupcake.png	[73, 17, 358, 353]
291902	2406678	plane	vehicles	['飞机']	{'飞机': 17, '战斗机': 3}	vehicles	2	20	0.85	0.6098403047164005	list5	3.47114	aircraft.n.01	http://manynames.upf.edu/2406678_291902_airplane.png	[0, 66, 499, 195]
293388	2406579	shirt	clothing	['衣服']	{'衣服': 10, '衬衫': 8, '衬衣': 2, '上衣': 2}	clothing	4	22	0.45454545454545453	1.6767370300521327	list2	3.3019545454545454	shirt.n.01	http://manynames.upf.edu/2406579_293388_shirt.png	[0, 233, 355, 267]
295431	2414429	boy	people	['男孩']	{'男孩': 17, '小孩': 3, '男生': 1, '孩子们看到': 1}	people	4	22	0.7727272727272727	1.0848063548455136	list1	3.625154545454545	male_child.n.01	http://manynames.upf.edu/2414429_295431_boy.png	[138, 3, 317, 326]
295663	2414403	sheep	animals_plants	['羊']	{'羊': 13, '羊群': 5, '动物': 1, '山羊': 2, '猪': 1}	animals_plants	5	22	0.5909090909090909	1.654188127261342	list2	2.575290909090909	ungulate.n.01	http://manynames.upf.edu/2414403_295663_sheep.png	[20, 47, 465, 132]
298100	2413307	girl	people	['女孩']	{'人': 4, '女': 1, '女孩': 7, '女人': 3, '运动服': 1, '玩球员': 1, '女性': 2, '运动员': 2, '女士': 1, '女网运动员': 1}	people	10	23	0.30434782608695654	2.940676218814983	list3	3.992315217391304	woman.n.01	http://manynames.upf.edu/2413307_298100_girl.png	[0, 25, 230, 308]
299026	2412974	woman	people	['女人']	{'人': 3, '上衣': 1, '女人': 9, '人赛车摩托': 1, '女士': 2, '骑手': 1}	people	6	17	0.5294117647058824	2.011920928594794	list6	4.082430588235295	woman.n.01	http://manynames.upf.edu/2412974_299026_woman.png	[133, 44, 168, 327]
309610	2411596	bagel	food	['面包']	{'甜甜圈': 1, '甜点': 1, '面包': 8, '面包圈': 1, '甜甜圈饼': 1, '百吉饼': 1, '甜品': 2, '蛋糕': 1, '贝果': 3}	food	9	19	0.42105263157894735	2.6292492238560348	list7	2.856564912280701	baked_goods.n.01	http://manynames.upf.edu/2411596_309610_bagel.png	[103, 30, 397, 322]
309756	2411585	donut	food	['甜甜圈']	{'蛋糕': 1, '甜点': 2, '甜甜圈': 10, '油炸圈饼': 2, '食物': 2, '麦圈': 1, '甜品': 2, '圈圈': 1}	food	8	21	0.47619047619047616	2.4294945204514447	list4	2.6223190476190474	baked_goods.n.01	http://manynames.upf.edu/2411585_309756_donuts.png	[31, 5, 378, 326]
314521	2411247	truck	vehicles	['车', '汽车']	{'公车': 3, '车': 7, '汽车': 7, '消防车': 2, '大巴': 1, '巴士': 2}	vehicles	6	22	0.3181818181818182	2.274983599956846	list2	3.3136454545454543	truck.n.01	http://manynames.upf.edu/2411247_314521_bus.png	[1, 22, 342, 341]
315109	2411208	bowl	home	['碗']	{'盘子': 2, '碗': 6}	home	2	8	0.75	0.8112781244591328	list4	2.8655	vessel.n.03	http://manynames.upf.edu/2411208_315109_bowl.png	[80, 35, 325, 319]
317017	2411072	dog	animals_plants	['狗']	{'狗狗': 2, '狗': 20, '宠物狗': 1}	animals_plants	3	23	0.8695652173913043	0.6784070909375673	list3	4.0722	dog.n.01	http://manynames.upf.edu/2411072_317017_dog.png	[134, 98, 359, 149]
318244	2410969	bull	animals_plants	['牛']	{'山羊': 2, '牛': 13, '公牛': 1, '羊': 3, '奶牛': 3}	animals_plants	5	22	0.5909090909090909	1.749636557720882	list1	2.961636363636364	ungulate.n.01	http://manynames.upf.edu/2410969_318244_cow.png	[34, 102, 296, 201]
319265	2410891	bird	animals_plants	['鸟']	{'鸭': 1, '鸟': 17, '海鸟': 1}	animals_plants	3	19	0.8947368421052632	0.5907239186406503	list2	3.164994736842105	bird.n.01	http://manynames.upf.edu/2410891_319265_bird.png	[96, 114, 269, 185]
319360	2410884	bathtub	home	['浴缸']	{'浴池': 3, '浴缸': 18, '澡池子': 1, '管道': 1}	home	4	23	0.782608695652174	1.0534081504863568	list3	2.4741159420289858	vessel.n.03	http://manynames.upf.edu/2410884_319360_bathtub.png	[0, 72, 492, 214]
320645	2410770	man	people	['男人']	{'男人': 11, '衣服': 1, '人': 7, '平躺': 1, '短袖': 1, '男子': 1}	people	6	22	0.5	1.836466515936684	list2	4.138209090909091	man.n.01	http://manynames.upf.edu/2410770_320645_man.png	[0, 238, 373, 239]
326843	2406045	cabbage	food	['卷心菜']	{'菜': 4, '包菜': 4, '高丽菜': 1, '食物': 1, '卷心菜': 7, '蔬菜': 3, '大头菜': 1, '菜花': 1}	food	8	22	0.3181818181818182	2.622778347884266	list2	2.2747818181818182	vegetable.n.01	http://manynames.upf.edu/2406045_326843_cabbage.png	[0, 1, 206, 287]
331294	2405536	helmet	clothing	['头盔']	{'网球护具': 1, '头盔': 7, '女棒球手': 1, '帽子': 1, '棒球帽': 1, '棒球盔': 1}	clothing	6	12	0.5833333333333334	1.9473387961875532	list6	2.715025	headdress.n.01	http://manynames.upf.edu/2405536_331294_helmet.png	[50, 50, 263, 233]
333282	2405305	cabinet	home	['镜子']	{'架子': 3, '镜子': 15, '柜子': 1, '柜': 1}	vehicles	4	20	0.75	1.1540157730727998	list3	2.79854	furnishing.n.02	http://manynames.upf.edu/2405305_333282_mirror.png	[4, 38, 147, 291]
336566	2404919	airplane	vehicles	['飞机']	{'飞机': 21}	vehicles	1	21	1.0	0.0	list4	3.7007	aircraft.n.01	http://manynames.upf.edu/2404919_336566_airplane.png	[42, 101, 439, 121]
337593	2404815	dog	animals_plants	['狗']	{'狗': 16, '狗猫': 1, '动物': 1, '宠物': 2}	animals_plants	4	20	0.8	1.0219280948873624	list5	3.8826316666666663	dog.n.01	http://manynames.upf.edu/2404815_337593_dog.png	[0, 8, 363, 231]
342203	2404484	house	buildings	['房子']	{'棚子': 1, '房子': 15, '屋子': 1, '建筑': 1, '木屋': 1, '房': 1, '建筑物': 1, '小屋': 1, '船屋': 1}	buildings	9	23	0.6521739130434783	1.97558982848624	list3	3.478548913043478	house.n.01	http://manynames.upf.edu/2404484_342203_house.png	[154, 75, 345, 165]
345860	2404163	dog	animals_plants	['狗']	{'狗': 17, '宠物狗': 1}	animals_plants	2	18	0.9444444444444444	0.3095434291503252	list6	4.0722	dog.n.01	http://manynames.upf.edu/2404163_345860_dog.png	[245, 39, 253, 334]
347273	2403997	hood	clothing	['车前盖', '车头', '车盖']	{'车前盖': 3, '咕噜头': 1, '引擎罩': 1, '引擎盖': 2, '车头': 3, '车盖': 3, '海盗': 1, '车头盖': 1, '车': 2, '骷颅头': 1, '汽车罩': 1}	clothing	11	19	0.15789473684210525	3.286629486786196	list7	2.648625	headdress.n.01	http://manynames.upf.edu/2403997_347273_hood.png	[106, 115, 345, 164]
349741	2403753	boat	vehicles	['船']	{'船': 18, '弃船': 1}	vehicles	2	19	0.9473684210526315	0.2974722489192897	list6	3.6277	boat.n.01	http://manynames.upf.edu/2403753_349741_boat.png	[119, 82, 346, 249]
350237	2403725	pizza	food	['披萨']	{'披萨': 12, '比萨': 2, '炸鸡排': 1, '肉': 1, '比萨饼': 1, '面包': 1, '肉排': 1, '食物': 1, '牛扒': 1, '酱': 1}	food	10	22	0.5454545454545454	2.413088436425758	list1	2.424444318181818	dish.n.02	http://manynames.upf.edu/2403725_350237_pizza.png	[63, 303, 379, 173]
352458	2403504	boy	people	['男孩']	{'男孩': 11, '小孩': 6, '男童': 1, '宝宝': 1, '婴儿': 1, '男生': 1, '孩子们': 1}	people	7	22	0.5	2.0247260363946973	list1	3.437730303030303	male_child.n.01	http://manynames.upf.edu/2403504_352458_baby.png	[56, 71, 192, 212]
357186	2403044	guy	people	['人']	{'人': 8, '网球手': 2, '男人': 6, '男子网球运动员': 1, '运动': 1, '运动员': 1}	people	6	19	0.42105263157894735	2.063202513215852	list6	4.443527631578947	man.n.01	http://manynames.upf.edu/2403044_357186_man.png	[120, 29, 185, 304]
359693	2411354	shirt	clothing	['衣服']	{'衣服': 8, '衬衫': 2, '工作服': 2, '销售员': 1, '上衣': 2, '制服': 2, '衬衣': 1, '短袖衬衫': 1, '外套': 1}	clothing	9	20	0.4	2.7219280948873625	list4	3.106615	shirt.n.01	http://manynames.upf.edu/2411354_359693_shirt.png	[6, 109, 297, 205]
359739	2411338	table	home	['桌子']	{'桌子': 11, '木头': 1, '凳子': 1, '垃圾': 1, '锡纸': 1, '野餐桌': 1, '餐桌': 1, '鸟的脚': 1, '木板': 1, '鸟': 1}	home	10	20	0.55	2.4192407046368487	list5	2.89796875	furnishing.n.02	http://manynames.upf.edu/2411338_359739_table.png	[0, 238, 375, 260]
359832	2411288	girl	people	['小孩']	{'小孩': 8, '孩子': 2, '女孩': 7, '人': 2, '小孩子': 1}	people	5	20	0.4	1.939353872167201	list5	4.002924999999999	woman.n.01	http://manynames.upf.edu/2411288_359832_girl.png	[90, 11, 315, 323]
361780	2410876	pancake	food	['食物']	{'食物': 7, '香蕉': 2, '饱': 1, '煎饼': 1, '披萨': 2, '松饼': 3, '饼子': 1, '甜食': 1, '饼': 1, '甜品': 1}	food	10	20	0.35	2.901609497059028	list5	2.642676666666667	baked_goods.n.01	http://manynames.upf.edu/2410876_361780_pancakes.png	[223, 208, 276, 225]
362645	2410723	man	people	['运动员', '男人']	{'足球运动员': 4, '运动员': 5, '男人': 5, '人': 3, '足球': 2, '球员': 2, '男性': 1, '男孩': 1}	people	8	23	0.21739130434782608	2.7855546320988784	list3	3.5654559006211177	man.n.01	http://manynames.upf.edu/2410723_362645_player.png	[289, 39, 184, 274]
365842	2408030	boat	vehicles	['船']	{'船': 14, '人': 1, '游客': 2, '快艇': 1, '游艇': 1}	vehicles	5	19	0.7368421052631579	1.3372449392958774	list6	3.4249210526315785	boat.n.01	http://manynames.upf.edu/2408030_365842_boat.png	[10, 151, 489, 189]
366886	2407470	tub	home	['腿']	{'浴缸': 8, '腿': 12, '大腿': 1}	home	3	21	0.5714285714285714	1.2009102795095283	list4	3.1587571428571426	vessel.n.03	http://manynames.upf.edu/2407470_366886_bathtub.png	[37, 97, 337, 202]
367093	2407350	man	people	['人']	{'人': 7, '男孩': 1, '男生': 1, '冲浪者': 2, '男人': 4, '冲浪运动员': 2, '冲浪板': 2, '男士': 1}	people	8	20	0.35	2.639353872167201	list5	4.241516	man.n.01	http://manynames.upf.edu/2407350_367093_surfer.png	[90, 116, 173, 331]
